No.,Name,Type 1,Type 2,HP,Strength,Max Strength,Dexterity,Max Dexterity,Vitality,Max Vitality,Special,Max Special,Insight,Max Insight,Ability 1,Ability 2,Hidden Ability,Event Abilities,Unevolved?,Has a form?,Recommended Rank,Gender Type,Tough,Beauty,Cool,Cute,Clever,Brawl,Channel,Clash,Evasion,Alert,Athletic,Nature,Stealth,Allure,Etiquette,Intimidate,Perform
1035,Delta Scraggy,Grass,,3,2,5,2,4,2,5,1,3,2,5,Rough Skin,Rivalry,Anger Point,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1036,Delta Scrafty,Grass,,4,2,5,2,4,3,6,2,4,3,6,Rough Skin,Rivalry,Anger Point,,,,Amateur,,,,,,,,,,,,,,,,,,
1037,Delta Combee,Steel,Fire,3,1,3,2,5,1,3,1,3,1,3,Levitate,,Speed Boost,,Yes,,Starter,,,,,,,,,,,,,,,,,,
1038,Delta Vespiquen,Steel,Fire,4,2,5,2,4,3,6,2,5,3,6,Levitate,,Speed Boost,,,,Ace,F,,,,,,,,,,,,,,,,,
1039,Delta Koffing,Electric,Flying,3,2,4,1,3,3,6,2,4,2,4,Cloud Nine,Amplifier,Volt Absorb,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1040,Delta Weezing,Electric,Flying,4,2,5,2,4,3,7,2,5,2,5,Cloud Nine,Amplifier,Volt Absorb,,,,Amateur,,,,,,,,,,,,,,,,,,
1041,Delta Purrloin,Ghost,Fairy,3,2,4,2,4,1,3,2,4,1,3,Illusion,Unnerve,Lightning Rod,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1042,Delta Liepard,Ghost,Fairy,4,2,5,2,6,2,4,2,5,2,4,Illusion,Unnerve,Lightning Rod,,,,Amateur,,,,,,,,,,,,,,,,,,
1043,Delta Phantump,Ghost,Grass,3,2,5,1,3,2,4,2,4,2,4,Snow Warning,Overcoat,Snow Cloak,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1044,Delta Trevenant,Ghost,Grass,5,3,6,2,4,2,5,2,4,2,5,Snow Warning,Overcoat,Snow Cloak,,,,Pro,,,,,,,,,,,,,,,,,,
1045,Delta Snorunt,Fire,,3,2,4,2,4,2,4,2,4,2,4,White Smoke,,Flash Fire,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1046,Delta Glalie,Fire,Rock,4,2,5,2,5,2,5,2,5,2,5,Rock Head,,Flash Fire,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
1047,Delta Froslass,Fire,,4,2,5,3,6,2,5,2,5,2,5,Competitive,,Flash Fire,,,Yes,Ace,F,,,,,,,,,,,,,,,,,
1048,Delta Shinx,Steel,Poison,3,2,4,2,4,1,3,1,3,1,3,Poison Touch,Vampiric,Venomous,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1049,Delta Luxio,Steel,Poison,4,2,5,2,4,2,4,2,4,2,4,Poison Touch,Vampiric,Venomous,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1050,Delta Luxray,Steel,Poison,5,3,7,2,5,2,5,3,6,2,5,Poison Touch,Vampiric,Venomous,,,,Ace,,,,,,,,,,,,,,,,,,
1051,Delta Noibat,Grass,Steel,3,1,3,2,4,1,3,2,4,1,3,Chlorophyll,Solar Power,Flower Gift,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1052,Delta Noivern,Grass,Steel,4,2,5,3,7,2,5,3,6,2,5,Chlorophyll,Solar Power,Flower Gift,,,,Pro,,,,,,,,,,,,,,,,,,
1053,Delta Budew,Dark,Fairy,3,1,3,2,4,1,3,2,4,2,5,Shadow Dance,Heliophobia,Limber,,Yes,,Starter,,,,,,,,,,,,,,,,,,
1054,Delta Roselia,Dark,Fairy,4,2,4,2,4,2,4,3,6,2,5,Shadow Dance,Heliophobia,Limber,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1055,Delta Roserade,Dark,Fairy,5,2,5,2,5,2,4,3,7,3,6,Shadow Dance,Heliophobia,Limber,,,,Amateur,,,,,,,,,,,,,,,,,,
1056,Delta Drifloon,Fire,Flying,3,2,4,2,5,1,3,2,4,2,4,Flash Fire,Vital Spirit,No Guard,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1057,Delta Drifblim,Fire,Flying,7,2,5,2,5,1,3,2,5,2,4,Flash Fire,Vital Spirit,No Guard,,,,Ace,,,,,,,,,,,,,,,,,,
1058,Delta Grimer,Ground,,3,2,5,1,3,2,4,1,3,2,4,Sap Sipper,,Water Absorb,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1059,Delta Muk,Ground,,4,3,6,2,4,2,5,2,4,3,6,Sap Sipper,Regurgitation,Water Absorb,,,,Amateur,,,,,,,,,,,,,,,,,,
1060,Delta Wooper,Grass,Fire,3,2,4,1,2,2,4,1,3,1,3,Pickpocket,Flash Fire,Harvest,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1061,Delta Quagsire,Grass,Fire,4,2,5,1,3,3,6,2,4,2,4,Pickpocket,Flash Fire,Harvest,,,,Amateur,,,,,,,,,,,,,,,,,,
1062,Delta Munchlax,Grass,,5,2,5,1,2,1,3,1,3,2,5,Overcoat,Thick Fat,Adaptability,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1063,Delta Snorlax,Grass,,8,3,6,1,3,2,4,2,4,3,6,Overcoat,Thick Fat,Adaptability,,,,Amateur,,,,,,,,,,,,,,,,,,
1064,Delta Misdreavus,Ice,Fairy,3,2,4,2,5,2,4,2,5,2,5,Magic Guard,,Winter Joy,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1065,Delta Mismagius,Ice,Fairy,4,2,4,3,6,2,4,3,6,3,6,Magic Guard,,Winter Joy,,,,Ace,,,,,,,,,,,,,,,,,,
1066,Delta Cyndaquil,Electric,,3,2,4,2,4,1,3,2,4,2,4,Static,,Lightning Rod,,Yes,,Starter,,,,,,,,,,,,,,,,,,
1067,Delta Quilava,Electric,Steel,4,2,4,2,5,2,4,2,5,2,4,Static,,Lightning Rod,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1068,Delta Typhlosion,Electric,Steel,5,2,5,3,6,2,5,3,6,2,5,Motor Drive,,Lightning Rod,,,Yes,Ace,,,,,,,,,,,,,,,,,,
1069,Delta Treecko,Normal,Fighting,3,2,4,2,5,1,3,2,4,2,4,Inner Focus,,Iron Fist,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1070,Delta Grovyle,Normal,Fighting,4,2,4,3,6,2,4,2,5,2,4,Inner Focus,,Iron Fist,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1071,Delta Sceptile,Dragon,Fighting,5,2,5,3,7,2,4,3,6,2,5,Inner Focus,,Iron Fist,,,,Ace,,,,,,,,,,,,,,,,,,
1072,Delta Torchic,Psychic,,3,2,4,2,4,1,3,2,5,2,4,Keen Eye,,Rivalry,,Yes,,Starter,,,,,,,,,,,,,,,,,,
1073,Delta Combusken,Psychic,,4,2,5,2,4,2,4,2,5,2,4,Keen Eye,,Rivalry,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1074,Delta Blaziken,Psychic,Flying,5,3,7,2,5,2,5,3,6,2,5,Keen Eye,,Gale Wings,,,,Ace,,,,,,,,,,,,,,,,,,
1075,Delta Turtwig,Water,Ground,3,2,4,1,3,2,4,2,4,2,4,Water Absorb,,Swift Swim,,Yes,,Starter,,,,,,,,,,,,,,,,,,
1076,Delta Grotle,Water,Ground,4,2,5,1,3,2,5,2,4,2,4,Water Absorb,,Swift Swim,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1077,Delta Torterra,Water,Ground,5,3,6,2,4,3,6,2,5,2,5,Water Absorb,,Swift Swim,,,,Ace,,,,,,,,,,,,,,,,,,
1078,Delta Snivy,Water,,3,2,4,2,4,2,4,2,4,2,4,Multiscale,,Hydration,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1079,Delta Servine,Water,,4,2,4,2,5,2,5,2,4,2,5,Multiscale,,Hydration,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1080,Delta Serperior,Water,Dragon,5,2,5,3,6,3,6,2,5,3,6,Multiscale,,Drizzle,,,,Ace,,,,,,,,,,,,,,,,,,
1081,Delta Froakie,Grass,,3,2,4,2,5,1,3,2,4,1,3,Steadfast,,Prankster,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1082,Delta Frogadier,Grass,,4,2,4,3,6,2,4,2,5,2,4,Steadfast,,Prankster,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1083,Delta Greninja,Grass,Fire,5,3,6,3,7,2,4,3,6,2,5,Steadfast,,Prankster,,,,Ace,,,,,,,,,,,,,,,,,,
1084,Delta Pidgey,Dark,Dragon,3,2,4,2,4,1,3,1,3,1,3,Intimidate,Early Bird,Marvel Scale,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1085,Delta Pidgeotto,Dark,Dragon,4,2,4,2,5,2,4,2,4,2,4,Intimidate,Early Bird,Marvel Scale,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1086,Delta Pidgeot,Dark,Dragon,5,2,5,3,6,2,5,2,5,2,5,Intimidate,Early Bird,Marvel Scale,,,Yes,Ace,,,,,,,,,,,,,,,,,,
1087,Delta Diglett,Ice,Normal,3,2,4,3,6,1,3,1,3,1,3,Snow Cloak,Ice Cleats,Fur Coat,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1088,Delta Dugtrio,Ice,Normal,4,3,6,3,7,2,4,2,4,2,5,Snow Cloak,Ice Cleats,Fur Coat,,,,Amateur,,,,,,,,,,,,,,,,,,
1089,Delta Growlithe,Normal,Dragon,3,2,5,2,5,2,4,2,5,2,4,Inner Focus,Intimidate,Multiscale,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1090,Delta Arcanine,Normal,Dragon,4,3,6,3,6,2,5,3,6,2,5,Inner Focus,Intimidate,Multiscale,,,,Ace,,,,,,,,,,,,,,,,,,
1091,Delta Geodude,Psychic,Rock,3,2,5,1,3,3,6,1,3,1,3,Regenerator,Sap Sipper,Magic Bounce,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1092,Delta Graveler,Psychic,Rock,4,3,6,1,3,3,6,2,4,2,4,Regenerator,Sap Sipper,Magic Bounce,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1093,Delta Golem,Psychic,Rock,5,3,7,2,4,3,7,2,4,2,4,Regenerator,Sap Sipper,Magic Bounce,,,,Ace,,,,,,,,,,,,,,,,,,
1094,Delta Tentacool,Grass,Poison,3,1,3,2,5,1,3,2,4,3,6,Regenerator,Poison Touch,Overgrow,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1095,Delta Tentacruel,Grass,Poison,5,2,5,3,6,2,4,2,5,3,7,Regenerator,Poison Touch,Overgrow,,,,Amateur,,,,,,,,,,,,,,,,,,
1096,Delta Doduo,Psychic,,3,2,5,2,5,2,4,1,3,1,3,Compound Eyes,Trace,Psycho Call,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1097,Delta Dodrio,Psychic,,4,3,6,3,6,2,5,2,4,2,4,Compound Eyes,Trace,Psycho Call,,,,Amateur,,,,,,,,,,,,,,,,,,
1098,Delta Tangela,Ground,,3,2,4,2,4,3,6,3,6,1,3,Dry Skin,Sand Force,Rough Skin,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1099,Delta Tangrowth,Ground,Fighting,5,3,6,2,4,3,7,3,6,2,4,Dry Skin,Sand Force,Rough Skin,,,,Ace,,,,,,,,,,,,,,,,,,
1100,Delta Ditto,Normal,,4,2,4,2,4,2,4,2,4,2,4,Protean,,,,,,Amateur,,,,,,,,,,,,,,,,,,
1101,Delta Kabuto,Bug,Dark,3,2,5,2,4,2,5,2,4,2,4,Swarm,Unnerve,Tough Claws,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1102,Delta Kabutops,Bug,Dark,4,3,6,2,5,3,6,2,4,2,5,Swarm,Unnerve,Tough Claws,,,,Ace,,,,,,,,,,,,,,,,,,
1103,Delta Dratini,Electric,Water,3,2,4,2,4,2,4,2,4,2,4,Swift Swim,,Volt Absorb,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1104,Delta Dragonair,Electric,Water,6,2,5,2,5,2,4,2,5,2,5,Swift Swim,,Volt Absorb,,Yes,,Ace,,,,,,,,,,,,,,,,,,
1105,Delta Dragonite,Electric,Water,6,3,7,2,5,3,6,3,6,3,6,Swift Swim,,Volt Absorb,,,,Master,,,,,,,,,,,,,,,,,,
1106,Delta Hoothoot,Ice,Flying,3,1,3,1,3,1,3,2,4,2,4,Snow Cloak,Keen Eye,No Guard,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1107,Delta Noctowl,Ice,Flying,5,2,5,2,5,2,4,2,5,3,6,Snow Cloak,Keen Eye,No Guard,,,,Amateur,,,,,,,,,,,,,,,,,,
1108,Delta Chinchou,Ghost,Fire,3,1,3,2,4,1,3,2,4,2,4,Flash Fire,Illuminate,Levitate,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1109,Delta Lanturn,Ghost,Fire,6,2,4,2,4,2,4,2,5,2,5,Flash Fire,Illuminate,Levitate,,,,Amateur,,,,,,,,,,,,,,,,,,
1110,Delta Pichu,Flying,Fairy,3,1,3,2,4,1,2,1,3,1,3,Cute Charm,Cloud Nine,Gale Wings,,Yes,,Starter,,,,,,,,,,,,,,,,,,
1111,Delta Pikachu,Flying,Fairy,4,2,4,2,5,1,3,2,4,1,3,Cute Charm,Cloud Nine,Gale Wings,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1112,Delta Raichu,Flying,Fairy,5,2,5,3,6,2,4,2,5,2,5,Cute Charm,Cloud Nine,Gale Wings,,,,Amateur,,,,,,,,,,,,,,,,,,
1113,Delta Aipom,Ghost,Normal,3,2,5,2,5,2,4,1,3,2,4,Cursed Body,Rattled,Technician,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1114,Delta Ambipom,Ghost,Normal,4,3,6,3,6,2,4,2,4,2,4,Cursed Body,Infiltrator,Technician,,,,Amateur,,,,,,,,,,,,,,,,,,
1115,Delta Yanma,Grass,Flying,3,2,4,3,6,2,4,2,5,2,4,Adaptability,Leaf Guard,Natural Cure,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1116,Delta Yanmega,Grass,Flying,4,2,5,3,6,2,5,3,6,2,4,Adaptability,Chlorophyll,Natural Cure,,,,Ace,,,,,,,,,,,,,,,,,,
1117,Delta Girafarig,Steel,Poison,4,2,5,2,5,2,4,2,5,2,4,Anger Point,Stench,Intimidate,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
1118,Delta Dunsparce,Water,Bug,5,2,5,2,4,2,5,2,4,2,4,Hyper Cutter,Swift Swim,Skill Link,,,,Amateur,,,,,,,,,,,,,,,,,,
1119,Delta Shuckle,Fighting,Steel,4,1,2,1,2,5,10,1,2,5,10,Sturdy,No Guard,Iron Barbs,,,,Amateur,,,,,,,,,,,,,,,,,,
1120,Delta Remoraid,Fire,,3,2,4,2,4,1,3,2,4,1,3,Heatproof,White Smoke,Contrary,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1121,Delta Octillery,Fire,,4,3,6,2,4,2,5,3,6,2,5,Suction Cups,Sniper,Moody,,,,Amateur,,,,,,,,,,,,,,,,,,
1122,Delta Elekid,Rock,,3,2,4,2,5,1,3,2,4,2,4,Inner Focus,,Battle Armor,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1123,Delta Electabuzz,Rock,,4,2,5,3,6,2,4,3,6,2,5,Inner Focus,,Battle Armor,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1124,Delta Electivire,Rock,Dragon,5,3,7,3,6,2,4,3,6,2,5,Shadow Dance,,Sturdy,,,,Ace,,,,,,,,,,,,,,,,,,
1125,Delta Magby,Water,,3,2,4,2,4,1,3,1,3,1,3,Swift Swim,,Rain Dish,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1126,Delta Magmar,Water,,4,3,6,2,5,2,4,3,6,2,5,Swift Swim,,Rain Dish,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1127,Delta Magmortar,Water,Steel,5,3,6,2,5,2,4,3,7,3,6,Mega Launcher,,Filter,,,,Ace,,,,,,,,,,,,,,,,,,
1128,Delta Lotad,Psychic,Water,3,1,3,1,3,1,3,1,3,2,4,Magic Bounce,Synchronize,Unaware,,Yes,,Starter,,,,,,,,,,,,,,,,,,
1129,Delta Lombre,Psychic,Water,4,2,4,2,4,2,4,2,4,2,5,Magic Bounce,Synchronize,Unaware,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1130,Delta Ludicolo,Psychic,Water,5,2,5,2,5,2,5,2,5,3,6,Magic Bounce,Synchronize,Unaware,,,,Amateur,,,,,,,,,,,,,,,,,,
1131,Delta Seedot,Electric,,3,1,3,1,3,2,4,1,3,1,3,Volt Absorb,Minus,Static,,Yes,,Starter,,,,,,,,,,,,,,,,,,
1132,Delta Nuzleaf,Electric,,4,2,5,2,4,2,4,2,4,1,3,Volt Absorb,Minus,Hubris,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1133,Delta Shiftry,Electric,,5,3,6,2,5,2,4,2,5,2,4,Volt Absorb,Minus,Hubris,,,,Amateur,,,,,,,,,,,,,,,,,,
1134,Delta Sableye,Fire,Rock,4,2,5,2,4,2,5,2,4,2,4,Solid Rock,Weak Armor,Unburden,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
1135,Delta Mawile,Grass,Dark,4,2,5,2,4,2,5,2,4,2,4,Serene Grace,Aroma Veil,Immunity,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
1136,Delta Aron,Fire,Steel,3,2,5,1,3,3,6,1,3,1,3,Flame Body,Drought,Heavy Metal,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1137,Delta Lairon,Fire,Steel,4,2,5,1,3,3,7,2,4,2,4,Flame Body,Drought,Heavy Metal,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1138,Delta Aggron,Fire,Steel,5,3,6,2,4,4,9,2,4,2,4,Flame Body,Drought,Heavy Metal,,,,Pro,,,,,,,,,,,,,,,,,,
1139,Delta Meditite,Fairy,,3,1,3,2,4,2,4,1,3,2,4,Sap Sipper,,Athenian,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1140,Delta Medicham,Fairy,Ground,4,2,4,2,5,2,5,2,4,2,5,Sap Sipper,,Athenian,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
1141,Delta Numel,Poison,,3,2,4,1,3,1,3,2,4,2,4,Venomous,Poison Point,Liquid Ooze,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1142,Delta Camerupt,Poison,,4,3,6,1,3,2,5,3,6,2,5,Venomous,Poison Point,Liquid Ooze,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
1143,Delta Plusle,Fire,Fairy,4,2,4,3,6,1,3,2,5,2,5,Cute Charm,,Pixilate,,,,Starter,,,,,,,,,,,,,,,,,,
1144,Delta Minun,Ice,Fairy,4,1,3,3,6,2,4,2,5,2,5,Cute Charm,,Pixilate,,,,Starter,,,,,,,,,,,,,,,,,,
1145,Delta Wailmer,Ice,Flying,5,2,5,2,4,1,3,2,5,1,3,Wonder Skin,Refrigerate,Snow Cloak,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1146,Delta Wailord,Ice,Flying,11,2,5,2,4,2,4,2,5,2,4,Wonder Skin,Refrigerate,Snow Cloak,,,,Ace,,,,,,,,,,,,,,,,,,
1147,Delta Feebas,Ghost,,3,1,2,2,5,1,3,1,2,2,4,Rattled,Run Away,Spirit Call,,Yes,,Starter,,,,,,,,,,,,,,,,,,
1148,Delta Milotic,Ghost,,7,2,4,2,5,2,5,3,6,3,6,Regenerator,Defiant,Cursed Body,,,Yes,Ace,,,,,,,,,,,,,,,,,,
1149,Delta Clamperl,Dragon,,3,2,4,1,3,2,5,2,5,2,4,Pressure,,Battle Armor,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1150,Delta Huntail,Dragon,Dark,4,3,6,2,4,3,6,3,6,2,5,Pressure,,Strong Jaw,,,,Amateur,,,,,,,,,,,,,,,,,,
1151,Delta Gorebyss,Dragon,Fairy,4,2,5,2,4,3,6,3,6,2,5,Pressure,,Marvel Scale,,,,Amateur,,,,,,,,,,,,,,,,,,
1152,Delta Beldum (Spider),Ground,Bug,3,2,4,1,3,2,5,1,3,2,4,Poison Touch,Immunity,Poison Heal,,Yes,,Beginner,N,,,,,,,,,,,,,,,,,
1153,Delta Metang (Spider),Ground,Bug,4,2,5,2,4,3,6,2,4,2,5,Poison Touch,Immunity,Poison Heal,,Yes,,Amateur,N,,,,,,,,,,,,,,,,,
1154,Delta Metagross (Spider),Ground,Bug,5,3,7,2,5,3,7,3,6,2,5,Poison Touch,Immunity,Poison Heal,,,Yes,Pro,N,,,,,,,,,,,,,,,,,
1155,Delta Beldum (Ruin),Rock,Grass,3,2,4,1,3,2,5,1,3,2,4,Sturdy,,Rock Head,,Yes,,Beginner,N,,,,,,,,,,,,,,,,,
1156,Delta Metang (Ruin),Rock,Grass,4,2,5,2,4,3,6,2,4,2,5,Sturdy,,Rock Head,,Yes,,Amateur,N,,,,,,,,,,,,,,,,,
1157,Delta Metagross (Ruin),Rock,Grass,5,3,7,2,5,3,7,3,6,2,5,Sturdy,,Rock Head,,,Yes,Pro,N,,,,,,,,,,,,,,,,,
1158,Delta Buneary,Fighting,,3,2,4,2,5,1,3,1,3,2,4,Pickpocket,Frisk,Limber,,Yes,,Starter,,,,,,,,,,,,,,,,,,
1159,Delta Lopunny,Fighting,,4,2,5,3,6,2,5,2,4,3,6,Unburden,Inner Focus,Limber,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
1160,Delta Riolu,Dark,,3,2,5,2,4,1,3,1,3,1,3,Justified,Pressure,Mummy,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1161,Delta Lucario,Dark,Ground,4,3,6,2,5,2,5,3,6,2,5,Justified,Pressure,Mummy,,,Yes,Ace,,,,,,,,,,,,,,,,,,
1162,Delta Croagunk,Fire,,3,2,4,2,4,1,3,2,4,1,3,Magma Armor,Blaze,Hustle,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1163,Delta Toxicroak,Fire,,4,3,6,3,6,2,4,3,6,2,4,Magma Armor,Blaze,Hustle,,,,Amateur,,,,,,,,,,,,,,,,,,
1164,Delta Venipede,Rock,Fire,3,2,4,2,4,2,4,1,3,1,3,Weak Armor,Magma Armor,Mold Breaker,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1165,Delta Whirlipede,Rock,Fire,4,2,4,2,4,3,6,1,3,2,5,Weak Armor,Magma Armor,Mold Breaker,,Yes,,Ace,,,,,,,,,,,,,,,,,,
1166,Delta Scolipede,Rock,Fire,5,2,5,3,6,2,5,1,3,2,4,Weak Armor,Magma Armor,Mold Breaker,,,,Pro,,,,,,,,,,,,,,,,,,
1167,Delta Petilil (Water),Water,Fire,3,1,3,1,3,2,4,2,5,2,4,Storm Drain,Flash Fire,Regenerator,,Yes,,Beginner,F,,,,,,,,,,,,,,,,,
1168,Delta Lilligant (Water),Water,Fire,4,2,4,2,5,2,5,3,6,2,5,Storm Drain,Flash Fire,Regenerator,,,,Amateur,F,,,,,,,,,,,,,,,,,
1169,Delta Petilil (Fairy),Fairy,Flying,3,1,3,1,3,2,4,2,5,2,4,Serene Grace,Synchronize,Healer,,Yes,,Beginner,F,,,,,,,,,,,,,,,,,
1170,Delta Lilligant (Fairy),Fairy,Flying,4,2,4,2,5,2,5,3,6,2,5,Serene Grace,Synchronize,Healer,,,,Amateur,F,,,,,,,,,,,,,,,,,
1171,Delta Solosis,Ghost,Rock,3,1,3,1,3,1,3,3,6,2,4,Levitate,Cursed Body,Intimidate,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1172,Delta Duosion,Ghost,Rock,4,1,3,1,3,2,4,3,7,2,4,Levitate,Cursed Body,Intimidate,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1173,Delta Reuniclus,Ghost,Rock,6,2,4,1,3,2,5,3,7,2,5,Levitate,Cursed Body,Intimidate,,,,Ace,,,,,,,,,,,,,,,,,,
1174,Delta Darumaka,Dark,Ghost,3,2,5,2,4,2,4,1,2,2,4,Unnerve,,Wonder Skin,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1175,Delta Darmanitan,Dark,Ghost,4,3,7,2,5,2,4,1,3,2,4,Unnerve,,Wonder Skin,,,,Amateur,,,,,,,,,,,,,,,,,,
1176,Delta Maractus,Steel,,4,2,5,2,4,2,4,3,6,2,4,Motor Drive,Clear Body,Trace,,,,Amateur,,,,,,,,,,,,,,,,,,
1177,Delta Dwebble (Berry),Grass,Poison,3,2,4,2,4,2,5,1,3,1,3,Harvest,Leaf Guard,Chlorophyll,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1178,Delta Crustle (Berry),Grass,Poison,4,3,6,2,4,3,7,2,4,2,5,Harvest,Leaf Guard,Chlorophyll,,,,Amateur,,,,,,,,,,,,,,,,,,
1179,Delta Dwebble (Cake),Fairy,Normal,3,2,4,2,4,2,5,1,3,1,3,Own Tempo,Scrappy,Simple,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1180,Delta Crustle (Cake),Fairy,Normal,4,3,6,2,4,3,7,2,4,2,5,Own Tempo,Scrappy,Simple,,,,Amateur,,,,,,,,,,,,,,,,,,
1181,Delta Yamask,Steel,Poison,3,1,3,1,3,2,5,2,4,2,4,Aftermath,Infiltrator,Wonder Skin,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1182,Delta Cofagrigus,Steel,Poison,4,2,4,1,3,4,8,3,6,3,6,Aftermath,Infiltrator,Wonder Skin,,,,Pro,,,,,,,,,,,,,,,,,,
1183,Delta Emolga,Fire,Dark,4,2,5,3,6,2,4,2,5,2,4,Flash Fire,,Blaze Boost,,,Yes,Amateur,,,,,,,,,,,,,,,,,,
1184,Delta Karrablast,Fairy,,3,2,5,2,4,2,4,1,3,2,4,Gluttony,Sweet Veil,Simple,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1185,Delta Escavalier,Fairy,,4,3,7,1,3,3,6,2,4,3,6,Gluttony,Sweet Veil,Simple,,,,Amateur,,,,,,,,,,,,,,,,,,
1186,Delta Foongus,Ghost,Dark,3,2,4,1,2,2,4,2,4,2,4,Prankster,,Intimidate,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1187,Delta Amoonguss,Ghost,Dark,4,2,5,1,3,2,5,2,5,2,5,Prankster,,Intimidate,,,,Amateur,,,,,,,,,,,,,,,,,,
1188,Delta Litwick,Fairy,Fire,3,1,3,1,3,2,4,2,4,2,4,Flash Fire,Weak Armor,Fairy Aura,,Yes,,Beginner,,,,,,,,,,,,,,,,,,
1189,Delta Lampent,Fairy,Fire,4,1,3,2,4,2,4,3,6,2,4,Flash Fire,Weak Armor,Fairy Aura,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1190,Delta Chandelure,Fairy,Fire,5,2,4,2,4,2,5,4,8,2,5,Flash Fire,Weak Armor,Fairy Aura,,,,Pro,,,,,,,,,,,,,,,,,,
1191,Delta Axew,Water,,3,2,5,2,4,2,4,1,3,1,3,Strong Jaw,Water Veil,Swift Swim,,Yes,,Amateur,,,,,,,,,,,,,,,,,,
1192,Delta Fraxure,Water,,4,3,6,2,4,2,5,1,3,2,4,Strong Jaw,Water Veil,Swift Swim,,Yes,,Ace,,,,,,,,,,,,,,,,,,
1193,Delta Haxorus,Water,Steel,5,4,8,3,6,2,5,2,4,2,5,Strong Jaw,Water Veil,Heavy Metal,,,,Pro,,,,,,,,,,,,,,,,,,
